id,api_uri,first_name,middle_name,last_name,date_of_birth,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,url,rss_url,contact_form,in_office,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct
F000455,https://api.propublica.org/congress/v1/members/F000455.json,Marcia,L.,Fudge,1952-10-29,D,,RepMarciaFudge,RepMarciaLFudge,marcialfudge,412327,1030928,110640,20941,N00030490,/m/04n11v9,https://fudge.house.gov/,https://fudge.house.gov/common/rss/index.cfm?rss=25,,true,-0.582,,12,2018,529,14,0,ocd-division/country:us/state:oh/cd:11,2344 Rayburn House Office Building,202-225-7032,202-225-1339,OH,11,false,3911,2.65,94.17
F000459,https://api.propublica.org/congress/v1/members/F000459.json,Chuck,,Fleischmann,1962-10-11,R,,RepChuck,repchuck,repchuck,412476,95146,123456,21178,N00030815,/m/0ddd54f,https://fleischmann.house.gov/,https://fleischmann.house.gov/rss.xml,,true,0.487,,8,2018,529,0,0,ocd-division/country:us/state:tn/cd:3,2410 Rayburn House Office Building,202-225-3271,202-225-3494,TN,3,false,4703,0,95.65
F000460,https://api.propublica.org/congress/v1/members/F000460.json,Blake,,Farenthold,1961-12-12,R,,Farenthold,BlakeFarenthold,BlakeFarenthold,412482,95180,116919,21184,N00031672,/m/0ds2ztj,https://farenthold.house.gov/,https://farenthold.house.gov/news/rss.aspx,,true,0.541,,8,2018,529,1,0,ocd-division/country:us/state:tx/cd:27,2331 Rayburn House Office Building,202-225-7742,202-226-1134,TX,27,false,4827,0.19,96.97
F000461,https://api.propublica.org/congress/v1/members/F000461.json,Bill,,Flores,1954-02-25,R,,RepBillFlores,RepBillFlores,RepBillFlores,412480,623540,116906,21182,N00031545,/m/0bs1ntq,https://flores.house.gov/,https://flores.house.gov/news/rss.aspx,,true,0.607,,8,2018,529,2,0,ocd-division/country:us/state:tx/cd:17,2440 Rayburn House Office Building,202-225-6105,202-225-0350,TX,17,false,4817,0.38,95.45
F000462,https://api.propublica.org/congress/v1/members/F000462.json,Lois,,Frankel,1948-05-16,D,,RepLoisFrankel,RepLoisFrankel,reploisfrankel,412529,623714,8102,21321,N00002893,/m/0gjdw8_,https://frankel.house.gov/,,,true,-0.423,,6,2018,529,46,0,ocd-division/country:us/state:fl/cd:21,1037 Longworth House Office Building,202-225-9890,561-998-9048,FL,21,false,1221,8.7,97.1
F000464,https://api.propublica.org/congress/v1/members/F000464.json,John,,Faso,1952-08-25,R,,RepJohnFaso,RepJohnFaso,,412719,1021406,4311,,N00037288,/m/0bgx6c,https://faso.house.gov/,,,true,,,2,2018,529,5,0,ocd-division/country:us/state:ny/cd:19,1616 Longworth House Office Building,202-225-5614,202-225-1168,NY,19,false,3619,0.95,86.64
F000465,https://api.propublica.org/congress/v1/members/F000465.json,A.,Drew,Ferguson,1967-11-15,R,,RepDrewFerguson,RepDrewFerguson,,412700,104731,168132,,N00039090,/g/11c0xj334k,https://ferguson.house.gov/,https://ferguson.house.gov/rss.xml,,true,,,2,2018,529,2,0,ocd-division/country:us/state:ga/cd:3,1032 Longworth House Office Building,202-225-5901,,GA,3,false,1303,0.38,98.1
F000466,https://api.propublica.org/congress/v1/members/F000466.json,Brian,,Fitzpatrick,1973-12-17,R,,repbrianfitz,repbrianfitzpatrick,,412721,103537,167708,,N00038779,/g/11c2l6lhlm,https://fitzpatrick.house.gov/,https://fitzpatrick.house.gov/rss.xml,,true,,,2,2018,529,2,0,ocd-division/country:us/state:pa/cd:8,514 Cannon House Office Building,202-225-4276,,PA,8,false,4208,0.38,77.04
G000289,https://api.propublica.org/congress/v1/members/G000289.json,Robert,W.,Goodlatte,1952-09-22,R,,RepGoodlatte,BobGoodlatte,RepBobGoodlatte,400154,27025,27116,39308,N00009154,/m/0284s7,https://goodlatte.house.gov/,,,true,0.492,,26,2018,529,4,0,ocd-division/country:us/state:va/cd:6,2309 Rayburn House Office Building,202-225-5431,202-225-9681,VA,6,false,5106,0.76,97.52
G000377,https://api.propublica.org/congress/v1/members/G000377.json,Kay,,Granger,1943-01-18,R,,RepKayGranger,RepKayGranger,RepKayGranger,400157,45709,334,29762,N00008799,/m/03tndx,https://kaygranger.house.gov/,https://kaygranger.house.gov/rss.xml,,true,0.39,,22,2018,529,23,0,ocd-division/country:us/state:tx/cd:12,1026 Longworth House Office Building,202-225-5071,202-225-5683,TX,12,false,4812,4.35,97.43
G000410,https://api.propublica.org/congress/v1/members/G000410.json,Gene,,Green,1947-10-17,D,,RepGeneGreen,RepGeneGreen,RepGeneGreen,400160,26156,27100,39304,N00005870,/m/03v12k,https://green.house.gov/,https://green.house.gov/rss.xml,,true,-0.321,,26,2018,529,9,0,ocd-division/country:us/state:tx/cd:29,2470 Rayburn House Office Building,202-225-1688,202-225-9903,TX,29,false,4829,1.7,90
G000535,https://api.propublica.org/congress/v1/members/G000535.json,Luis,V.,Gutiérrez,1953-12-10,D,,LuisGutierrez,RepGutierrez,repluisgutierrez,400163,23476,26841,29348,N00004874,/m/0256d5,https://gutierrez.house.gov/,https://gutierrez.house.gov/rss.xml,,true,-0.483,,26,2018,529,73,0,ocd-division/country:us/state:il/cd:4,2408 Rayburn House Office Building,202-225-8203,202-225-7810,IL,4,false,1704,13.8,93.2
G000546,https://api.propublica.org/congress/v1/members/G000546.json,Sam,,Graves,1963-11-07,R,,RepSamGraves,118514606128,,400158,89873,9425,20124,N00013323,/m/03tnfy,https://graves.house.gov/,https://graves.house.gov/rss.xml,,true,0.432,,18,2018,529,60,0,ocd-division/country:us/state:mo/cd:6,1135 Longworth House Office Building,202-225-7041,202-225-8221,MO,6,false,2906,11.34,94.67
G000551,https://api.propublica.org/congress/v1/members/G000551.json,Raúl,M.,Grijalva,1948-02-19,D,,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,400162,1003551,28253,20305,N00025284,/m/024s1z,https://grijalva.house.gov/,https://grijalva.house.gov/common/rss/?rss=13,,true,-0.595,,16,2018,529,36,2,ocd-division/country:us/state:az/cd:3,1511 Longworth House Office Building,202-225-2435,202-225-1541,AZ,3,false,0403,6.81,96.35
G000552,https://api.propublica.org/congress/v1/members/G000552.json,Louie,,Gohmert,1953-08-18,R,,RepLouieGohmert,50375006903,GohmertTX01,400651,1011394,50029,20527,N00026148,/m/0490h9,https://gohmert.house.gov/,https://gohmert.house.gov/news/rss.aspx,,true,0.594,,14,2018,529,23,0,ocd-division/country:us/state:tx/cd:1,2243 Rayburn House Office Building,202-225-3035,202-226-1230,TX,1,false,4801,4.35,94.66
G000553,https://api.propublica.org/congress/v1/members/G000553.json,Al,,Green,1947-09-01,D,,RepAlGreen,repalgreen,RepAlGreen,400653,1012969,49680,20529,N00026686,/m/02kn0_,https://algreen.house.gov/,https://algreen.house.gov/rss.xml,,true,-0.431,,14,2018,529,13,0,ocd-division/country:us/state:tx/cd:9,2347 Rayburn House Office Building,202-225-7508,202-225-2947,TX,9,false,4809,2.46,95.16
G000558,https://api.propublica.org/congress/v1/members/G000558.json,Brett,,Guthrie,1964-02-18,R,,RepGuthrie,,BrettGuthrie,412278,1031343,18829,20916,N00029675,/m/0411qqt,https://guthrie.house.gov/,https://guthrie.house.gov/common/rss/?rss=24,,true,0.399,,10,2018,529,6,0,ocd-division/country:us/state:ky/cd:2,2434 Rayburn House Office Building,202-225-3501,202-226-2019,KY,2,false,2102,1.13,97.71
G000559,https://api.propublica.org/congress/v1/members/G000559.json,John,,Garamendi,1945-01-24,D,,RepGaramendi,repgaramendi,garamendiCA10,412382,18413,29664,20958,N00030856,/m/05fvls,https://garamendi.house.gov/,https://garamendi.house.gov/rss.xml,,true,-0.315,,10,2018,529,5,0,ocd-division/country:us/state:ca/cd:3,2438 Rayburn House Office Building,202-225-1880,202-225-5914,CA,3,false,0603,0.95,95.42
G000560,https://api.propublica.org/congress/v1/members/G000560.json,Tom,,Graves,1970-02-03,R,,RepTomGraves,reptomgraves,CongressmanGraves,412388,11519,31969,20962,N00030788,/m/0c02hpl,https://tomgraves.house.gov/,https://tomgraves.house.gov/news/rss.aspx,,true,0.755,,10,2018,529,3,0,ocd-division/country:us/state:ga/cd:14,2078 Rayburn House Office Building,202-225-5211,202-225-8272,GA,14,false,1314,0.57,94.68
G000563,https://api.propublica.org/congress/v1/members/G000563.json,Bob,,Gibbs,1954-06-14,R,,RepBobGibbs,RepBobGibbs,RepBobGibbs,412463,1033844,45466,21165,N00031128,/m/07qwv4,https://gibbs.house.gov/,https://gibbs.house.gov/rss.xml,,true,0.449,,8,2018,529,2,0,ocd-division/country:us/state:oh/cd:7,2446 Rayburn House Office Building,202-225-6265,202-225-3394,OH,7,false,3907,0.38,95.26
G000565,https://api.propublica.org/congress/v1/members/G000565.json,Paul,,Gosar,1958-11-22,R,,RepGosar,repgosar,repgosar,412397,62470,123491,21103,N00030771,/m/0czdqz0,https://gosar.house.gov/,https://gosar.house.gov/rss.xml,,true,0.601,,8,2018,529,32,0,ocd-division/country:us/state:az/cd:4,2057 Rayburn House Office Building,202-225-2315,202-226-9739,AZ,4,false,0404,6.05,94.37
G000566,https://api.propublica.org/congress/v1/members/G000566.json,Trey,,Gowdy,1964-08-22,R,,TGowdySC,143059759084016,TGowdySC,412473,9268950,121782,21175,N00030880,/m/0c3x3rz,https://gowdy.house.gov/,https://gowdy.house.gov/rss.xml,,true,0.668,,8,2018,529,1,0,ocd-division/country:us/state:sc/cd:4,2418 Rayburn House Office Building,202-225-6030,202-226-1177,SC,4,false,4504,0.19,98.3
G000568,https://api.propublica.org/congress/v1/members/G000568.json,Morgan,,Griffith,1958-03-15,R,,RepMGriffith,RepMorganGriffith,RepMorganGriffith,412485,62766,5148,21191,N00032029,/m/025vdrq,https://morgangriffith.house.gov/,https://morgangriffith.house.gov/news/rss.aspx,,true,0.534,,8,2018,529,8,1,ocd-division/country:us/state:va/cd:9,2202 Rayburn House Office Building,202-225-3861,202-225-0076,VA,9,false,5109,1.51,94.24
G000571,https://api.propublica.org/congress/v1/members/G000571.json,Tulsi,,Gabbard,1981-04-12,D,,TulsiPress,RepTulsiGabbard,tulsipress,412532,1025291,129306,21324,N00033281,/m/0cnyrfq,https://gabbard.house.gov/,,,true,-0.28,,6,2018,529,19,0,ocd-division/country:us/state:hi/cd:2,1433 Longworth House Office Building,202-225-4906,202-225-4987,HI,2,false,1502,3.59,93.73
G000574,https://api.propublica.org/congress/v1/members/G000574.json,Ruben,,Gallego,1979-11-20,D,,RepRubenGallego,RepRubenGallego,,412612,77233,,21502,N00036097,/m/0wy0mz5,https://rubengallego.house.gov/,https://rubengallego.house.gov/rss.xml,,true,-0.45,,4,2018,529,24,0,ocd-division/country:us/state:az/cd:7,1218 Longworth House Office Building,202-225-4065,,AZ,7,false,0407,4.54,95.05
G000576,https://api.propublica.org/congress/v1/members/G000576.json,Glenn,,Grothman,1955-07-03,R,,RepGrothman,RepGrothman,,412661,77282,3493,21559,N00036409,/m/02pnsk2,https://grothman.house.gov/,,,true,0.596,,4,2018,529,11,0,ocd-division/country:us/state:wi/cd:6,1217 Longworth House Office Building,202-225-2476,202-225-2356,WI,6,false,5506,2.08,95.37
G000577,https://api.propublica.org/congress/v1/members/G000577.json,Garret,,Graves,1972-01-31,R,,RepGarretGraves,CongressmanGarretGraves,,412631,9274609,155424,21523,N00036135,/m/012bxlbr,https://garretgraves.house.gov/,https://garretgraves.house.gov/rss.xml,,true,0.49,,4,2018,529,13,0,ocd-division/country:us/state:la/cd:6,430 Cannon House Office Building,202-225-3901,202-225-7313,LA,6,false,2206,2.46,95.16
G000578,https://api.propublica.org/congress/v1/members/G000578.json,Matt,,Gaetz,1982-05-07,R,,RepMattGaetz,CongressmanMattGaetz,,412690,104528,117101,,N00039503,/m/0s8w2_s,https://gaetz.house.gov/,,,true,,,2,2018,529,5,0,ocd-division/country:us/state:fl/cd:1,507 Cannon House Office Building,202-225-4136,,FL,1,false,1201,0.95,91.98
G000579,https://api.propublica.org/congress/v1/members/G000579.json,Mike,,Gallagher,1984-03-03,R,,RepGallagher,RepMikeGallagher,,412731,104067,171843,,N00039330,/g/11c5qns1cc,https://gallagher.house.gov/,https://gallagher.house.gov/rss.xml,,true,,,2,2018,529,5,0,ocd-division/country:us/state:wi/cd:8,1007 Longworth House Office Building,202-225-5665,,WI,8,false,5508,0.95,93.51
G000580,https://api.propublica.org/congress/v1/members/G000580.json,Thomas,,Garrett,1972-03-27,R,,Rep_Tom_Garrett,congressman-Tom-Garrett-1835767753333490,,412729,103625,134493,,N00038847,/m/0j_7g_0,https://tomgarrett.house.gov/,https://tomgarrett.house.gov/rss.xml,,true,,,2,2018,529,100,0,ocd-division/country:us/state:va/cd:5,415 Cannon House Office Building,202-225-4711,,VA,5,false,5105,18.9,95.1
G000581,https://api.propublica.org/congress/v1/members/G000581.json,Vicente,,Gonzalez,1967-09-04,D,,RepGonzalez,USCongressmanVicenteGonzalez,,412725,103568,166483,,N00038809,/g/11c266m1z7,https://gonzalez.house.gov/,https://gonzalez.house.gov/rss.xml,,true,,,2,2018,529,14,0,ocd-division/country:us/state:tx/cd:15,113 Cannon House Office Building,202-225-2531,,TX,15,false,4815,2.65,90.87
G000582,https://api.propublica.org/congress/v1/members/G000582.json,Jenniffer,,González-Colón,1976-08-05,R,,repjenniffer,RepJennifferGonzalezColon,,412723,67353,,,N00037615,/m/027s3vf,https://gonzalez-colon.house.gov/,https://gonzalez-colon.house.gov/rss.xml,,true,,,2,2018,,,,ocd-division/country:us/state:pr/cd:80,,,,PR,At-Large,true,7298,,
G000583,https://api.propublica.org/congress/v1/members/G000583.json,Josh,,Gottheimer,1975-03-08,D,,RepJoshG,RepJoshG,,412714,9275683,169202,,N00036944,/g/120x5twv,https://gottheimer.house.gov/,,,true,,,2,2018,529,0,0,ocd-division/country:us/state:nj/cd:5,213 Cannon House Office Building,202-225-4465,,NJ,5,false,3405,0,84.88
G000584,https://api.propublica.org/congress/v1/members/G000584.json,Greg,,Gianforte,1961-04-17,R,,,,,412736,104895,168594,,N00040733,/m/030pb5p,https://gianforte.house.gov/,https://gianforte.house.gov/rss.xml,,true,,,2,,218,2,0,ocd-division/country:us/state:mt/cd:1,,,,MT,At-Large,false,3000,0.92,91.2
G000585,https://api.propublica.org/congress/v1/members/G000585.json,Jimmy,,Gomez,1974-11-25,D,,,,,412739,,138524,,N00040597,,https://gomez.house.gov/,,,true,,,2,,184,1,0,ocd-division/country:us/state:ca/cd:34,,,,CA,34,false,0634,0.54,97.27
H000324,https://api.propublica.org/congress/v1/members/H000324.json,Alcee,L.,Hastings,1936-09-05,D,,RepHastingsFL,95696782238,RepAlceeHastings,400170,1858,26798,29337,N00002884,/m/02534d,https://alceehastings.house.gov/,https://alceehastings.house.gov/news/rss.aspx,,true,-0.564,,26,2018,529,7,0,ocd-division/country:us/state:fl/cd:20,2353 Rayburn House Office Building,202-225-1313,202-225-1171,FL,20,false,1220,1.32,94.44
H000874,https://api.propublica.org/congress/v1/members/H000874.json,Steny,H.,Hoyer,1939-06-14,D,Minority Whip,WhipHoyer,WhipHoyer,LeaderHoyer,400189,1919,26890,14873,N00001821,/m/025k5p,https://hoyer.house.gov/,https://hoyer.house.gov/rss/press-releases.xml,,true,-0.378,,38,2018,529,15,0,ocd-division/country:us/state:md/cd:5,1705 Longworth House Office Building,202-225-4131,202-225-4300,MD,5,false,2405,2.84,96.5
H001036,https://api.propublica.org/congress/v1/members/H001036.json,Jeb,,Hensarling,1957-05-29,R,,RepHensarling,RepHensarling,repjebhensarling,400175,1003619,49827,20352,N00024922,/m/0h23n6,https://hensarling.house.gov/,https://hensarling.house.gov/rss.xml,,true,0.704,,16,2018,529,8,0,ocd-division/country:us/state:tx/cd:5,2228 Rayburn House Office Building,202-225-3484,202-226-4888,TX,5,false,4805,1.51,98.08
H001038,https://api.propublica.org/congress/v1/members/H001038.json,Brian,,Higgins,1959-10-06,D,,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,400641,1013050,23127,20519,N00027060,/m/04fc7g,https://higgins.house.gov/,https://higgins.house.gov/rss.xml,,true,-0.343,,12,2018,529,26,0,ocd-division/country:us/state:ny/cd:26,2459 Rayburn House Office Building,202-225-3306,202-226-0347,NY,26,false,3626,4.91,96.62
H001045,https://api.propublica.org/congress/v1/members/H001045.json,Gregg,,Harper,1956-06-01,R,,GreggHarper,GreggHarper,congressmanharper,412280,1031347,101985,20925,N00029632,/m/0406s7r,https://harper.house.gov/,https://harper.house.gov/rss.xml,,true,0.382,,10,2018,529,1,0,ocd-division/country:us/state:ms/cd:3,2227 Rayburn House Office Building,202-225-5031,202-225-5797,MS,3,false,2803,0.19,96.78
H001047,https://api.propublica.org/congress/v1/members/H001047.json,Jim,,Himes,1966-07-05,D,,JAHimes,CongressmanJimHimes,congressmanhimes,412282,1031341,106744,20907,N00029070,/m/03w9x9v,https://himes.house.gov/,https://himes.house.gov/rss.xml,,true,-0.241,,10,2018,529,11,0,ocd-division/country:us/state:ct/cd:4,1227 Longworth House Office Building,202-225-5541,202-225-9629,CT,4,false,0904,2.08,94.79
H001048,https://api.propublica.org/congress/v1/members/H001048.json,Duncan,D.,Hunter,1976-12-07,R,,Rep_Hunter,DuncanHunter,CongressmanHunter,412283,1032398,104308,20963,N00029258,/m/047tpf2,https://hunter.house.gov/,https://hunter.house.gov/rss.xml,,true,0.514,,10,2018,529,9,0,ocd-division/country:us/state:ca/cd:50,2429 Rayburn House Office Building,202-225-5672,202-225-0235,CA,50,false,0650,1.7,95.77
H001050,https://api.propublica.org/congress/v1/members/H001050.json,Colleen,,Hanabusa,1951-05-04,D,,RepHanabusa,169979129710178,rephanabusa,412418,61258,17745,21124,N00025881,/m/03cwzgv,https://hanabusa.house.gov/,https://hanabusa.house.gov/rss.xml,,true,-0.378,,4,2018,529,2,0,ocd-division/country:us/state:hi/cd:1,422 Cannon House Office Building,202-225-2726,202-225-0688,HI,1,false,1501,0.38,96.96
H001052,https://api.propublica.org/congress/v1/members/H001052.json,Andy,,Harris,1957-01-25,R,,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,412434,1033464,19157,21139,N00029147,/m/02852wc,https://harris.house.gov/,https://harris.house.gov/rss.xml,,true,0.596,,8,2018,529,19,0,ocd-division/country:us/state:md/cd:1,1533 Longworth House Office Building,202-225-5311,202-225-0254,MD,1,false,2401,3.59,96.27
H001053,https://api.propublica.org/congress/v1/members/H001053.json,Vicky,,Hartzler,1960-10-13,R,,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,412444,95050,8783,21149,N00031005,/m/09v2dv4,https://hartzler.house.gov/,https://hartzler.house.gov/rss.xml,,true,0.5,,8,2018,529,6,0,ocd-division/country:us/state:mo/cd:4,2235 Rayburn House Office Building,202-225-2876,202-225-0148,MO,4,false,2904,1.13,96.56
H001056,https://api.propublica.org/congress/v1/members/H001056.json,Jaime,,Herrera Beutler,1978-11-03,R,,HerreraBeutler,herrerabeutler,RepHerreraBeutler,412486,95198,101907,21187,N00031559,/m/0cz8yx2,https://herrerabeutler.house.gov/,https://herrerabeutler.house.gov/news/rss.aspx,,true,0.383,,8,2018,529,2,0,ocd-division/country:us/state:wa/cd:3,1107 Longworth House Office Building,202-225-3536,202-225-3478,WA,3,false,5303,0.38,91.08
H001058,https://api.propublica.org/congress/v1/members/H001058.json,Bill,,Huizenga,1969-01-31,R,,RepHuizenga,RepHuizenga,RepHuizenga,412437,1033765,38351,21142,N00030673,/m/05b0j1w,https://huizenga.house.gov/,https://huizenga.house.gov/news/rss.aspx,,true,0.636,,8,2018,529,14,1,ocd-division/country:us/state:mi/cd:2,2232 Rayburn House Office Building,202-225-4401,202-226-0779,MI,2,false,2602,2.65,96.12
H001059,https://api.propublica.org/congress/v1/members/H001059.json,Randy,,Hultgren,1966-03-01,R,,RepHultgren,RepHultgren,rephultgren,412422,62575,18199,21129,N00031104,/m/0h0lr9,https://hultgren.house.gov/,https://hultgren.house.gov/rss.xml,,true,0.498,,8,2018,529,7,0,ocd-division/country:us/state:il/cd:14,2455 Rayburn House Office Building,202-225-2976,202-225-0697,IL,14,false,1714,1.32,96.36
H001064,https://api.propublica.org/congress/v1/members/H001064.json,Denny,,Heck,1952-07-29,D,,RepDennyHeck,CongressmanDennyHeck,RepDennyHeck,412584,9269006,126058,21369,N00031557,/m/075stz,https://dennyheck.house.gov/,https://dennyheck.house.gov/rss.xml,,true,-0.32,,6,2018,529,2,0,ocd-division/country:us/state:wa/cd:10,425 Cannon House Office Building,202-225-9740,202-225-0129,WA,10,false,5310,0.38,96.02
H001065,https://api.propublica.org/congress/v1/members/H001065.json,George,,Holding,1968-04-17,R,,RepHolding,CongressmanGeorgeHolding,repholding,412553,623728,136462,21349,N00033399,/m/0hgp6py,https://holding.house.gov/,,,true,0.661,,6,2018,529,7,0,ocd-division/country:us/state:nc/cd:2,1110 Longworth House Office Building,202-225-3032,919-782-4490,NC,2,false,3702,1.32,95.59
H001067,https://api.propublica.org/congress/v1/members/H001067.json,Richard,,Hudson,1971-11-04,R,,RepRichHudson,RepRichHudson,RepRichHudson,412550,79622,136448,21346,N00033630,/m/0nbwfxs,https://hudson.house.gov/,https://hudson.house.gov/rss/press-releases.xml,,true,0.675,,6,2018,529,37,0,ocd-division/country:us/state:nc/cd:8,429 Cannon House Office Building,202-225-3715,704-782-1004,NC,8,false,3708,6.99,94.51
H001068,https://api.propublica.org/congress/v1/members/H001068.json,Jared,,Huffman,1964-02-18,D,,RepHuffman,RepHuffman,rephuffman,412511,622431,59849,21303,N00033030,/m/0ksfyx,https://huffman.house.gov/,https://huffman.house.gov/rss.xml,,true,-0.436,,6,2018,529,21,0,ocd-division/country:us/state:ca/cd:2,1406 Longworth House Office Building,202-225-5161,202-225-5163,CA,2,false,0602,3.97,93.9
H001071,https://api.propublica.org/congress/v1/members/H001071.json,Jody,,Hice,1960-04-22,R,,congressmanhice,CongressmanJodyHice,,412623,94974,122246,21514,N00032243,/m/0640dpx,https://hice.house.gov/,,,true,0.712,,4,2018,529,4,0,ocd-division/country:us/state:ga/cd:10,324 Cannon House Office Building,202-225-4101,202-226-0776,GA,10,false,1310,0.76,95.24
H001072,https://api.propublica.org/congress/v1/members/H001072.json,French,,Hill,1956-12-05,R,,RepFrenchHill,RepFrenchHill,,412609,9265172,146290,21503,N00035792,/m/0127p1zk,https://hill.house.gov/,https://hill.house.gov/rss.xml,,true,0.465,,4,2018,529,3,0,ocd-division/country:us/state:ar/cd:2,1229 Longworth House Office Building,202-225-2506,202-225-5903,AR,2,false,0502,0.57,96.01
H001073,https://api.propublica.org/congress/v1/members/H001073.json,Will,,Hurd,1977-08-19,R,,hurdonthehill,HurdOnTheHill,,412654,95176,116911,21550,N00031417,/m/0127jwdk,https://hurd.house.gov/,https://hurd.house.gov/rss.xml,,true,0.404,,4,2018,529,10,0,ocd-division/country:us/state:tx/cd:23,317 Cannon House Office Building,202-225-4511,,TX,23,false,4823,1.89,92.68
H001074,https://api.propublica.org/congress/v1/members/H001074.json,Trey,,Hollingsworth,1983-09-12,R,,reptrey,reptrey,,412703,104247,167423,,N00038429,/g/11cnt8qr9t,https://hollingsworth.house.gov/,,,true,,,2,2018,529,26,0,ocd-division/country:us/state:in/cd:9,1641 Longworth House Office Building,202-225-5315,,IN,9,false,1809,4.91,95.63
H001077,https://api.propublica.org/congress/v1/members/H001077.json,Clay,,Higgins,1961-08-24,R,,,,,412705,106094,174484,,N00039953,/g/11c1s3lp76,https://clayhiggins.house.gov/,https://clayhiggins.house.gov/rss.xml,,true,,,2,2018,529,9,0,ocd-division/country:us/state:la/cd:3,1711 Longworth House Office Building,202-225-2031,,LA,3,false,2203,1.7,98.27
H001078,https://api.propublica.org/congress/v1/members/H001078.json,Karen,,Handel,1962-04-18,R,,,,,412737,1026745,69553,,N00035477,/m/0f9kbx,https://handel.house.gov/,,,true,,,2,,206,0,0,ocd-division/country:us/state:ga/cd:6,,,,GA,6,false,1306,0,97.09
I000056,https://api.propublica.org/congress/v1/members/I000056.json,Darrell,,Issa,1953-11-01,R,,DarrellIssa,darrellissa,repdarrellissa,400196,90066,16553,20107,N00007017,/m/01r7wc,https://issa.house.gov/,,,true,0.509,,18,2018,529,7,0,ocd-division/country:us/state:ca/cd:49,2269 Rayburn House Office Building,202-225-3906,202-225-3303,CA,49,false,0649,1.32,96.55
J000032,https://api.propublica.org/congress/v1/members/J000032.json,Sheila,,Jackson Lee,1950-01-12,D,,JacksonLeeTX18,169479190984,TX18SJL,400199,36819,21692,29573,N00005818,/m/02fj6h,https://jacksonlee.house.gov/,https://jacksonlee.house.gov/rss.xml,,true,-0.456,,24,2018,529,19,1,ocd-division/country:us/state:tx/cd:18,2187 Rayburn House Office Building,202-225-3816,202-225-3317,TX,18,false,4818,3.59,94.51
J000126,https://api.propublica.org/congress/v1/members/J000126.json,Eddie,Bernice,Johnson,1935-12-03,D,,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,400204,23352,27098,39305,N00008122,/m/03tn1w,https://ebjohnson.house.gov/,https://ebjohnson.house.gov/rss.xml,,true,-0.486,,26,2018,529,14,0,ocd-division/country:us/state:tx/cd:30,2468 Rayburn House Office Building,202-225-8885,202-226-1477,TX,30,false,4830,2.65,95.92
J000174,https://api.propublica.org/congress/v1/members/J000174.json,Sam,,Johnson,1930-10-11,R,,SamsPressShop,RepSamJohnson,RepSamJohnson,400206,18711,27079,29143,N00008028,/m/02_21s,https://samjohnson.house.gov/,https://samjohnson.house.gov/news/rss.aspx,,true,0.608,,28,2018,529,97,0,ocd-division/country:us/state:tx/cd:3,,202-225-4201,,TX,3,false,4803,18.34,97.45
J000255,https://api.propublica.org/congress/v1/members/J000255.json,Walter,B.,Jones,1943-02-10,R,,RepWalterJones,15083070102,RepWalterJones,400209,36693,21785,29546,N00002299,/m/03g_r5,https://jones.house.gov/,https://jones.house.gov/rss.xml,,true,0.239,,24,2018,529,42,1,ocd-division/country:us/state:nc/cd:3,2333 Rayburn House Office Building,202-225-3415,202-225-3286,NC,3,false,3703,7.94,61.81
J000288,https://api.propublica.org/congress/v1/members/J000288.json,Hank,,Johnson,1954-10-02,D,,RepHankJohnson,115356957005,RepHankJohnson,412199,1020576,68070,20712,N00027848,/m/0flgyy,https://hankjohnson.house.gov/,https://hankjohnson.house.gov/rss.xml,,true,-0.474,,12,2018,529,20,0,ocd-division/country:us/state:ga/cd:4,2240 Rayburn House Office Building,202-225-1605,202-226-0691,GA,4,false,1304,3.78,94.89
J000289,https://api.propublica.org/congress/v1/members/J000289.json,Jim,,Jordan,1964-02-17,R,,Jim_Jordan,repjimjordan,RepJimJordan,412226,1022879,8158,20738,N00027894,/m/04l4x5,https://jordan.house.gov/,https://jordan.house.gov/news/rss.aspx,,true,0.702,,12,2018,529,19,0,ocd-division/country:us/state:oh/cd:4,2056 Rayburn House Office Building,202-225-2676,202-226-0577,OH,4,false,3904,3.59,93.73
J000290,https://api.propublica.org/congress/v1/members/J000290.json,Lynn,,Jenkins,1963-06-10,R,,RepLynnJenkins,replynnjenkins,RepLynnJenkins,412284,1030550,18594,20915,N00029077,/m/02qdzmy,https://lynnjenkins.house.gov/,https://lynnjenkins.house.gov/common/rss/?rss=220,,true,0.526,,10,2018,529,25,0,ocd-division/country:us/state:ks/cd:2,1526 Longworth House Office Building,202-225-6601,202-225-7986,KS,2,false,2002,4.73,94.44
